"Statistic Label","Quarter","Migration Flow","Age Group","Nationality","Migration Calculation Method","UNIT","VALUE"
"Estimated migration flows","2023Q2","Inward migration - All","0 - 24 years","All nationalities","Base migration calculation method","Number","21419"
"Estimated migration flows","2023Q2","Inward migration - All","0 - 24 years","All nationalities","Base plus education migration calculation method","Number","14195"
"Estimated migration flows","2023Q2","Inward migration - All","0 - 24 years","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base migration calculation method","Number","2271"
"Estimated migration flows","2023Q2","Inward migration - All","0 - 24 years","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base plus education migration calculation method","Number","2207"
"Estimated migration flows","2023Q2","Inward migration - All","0 - 24 years","EU15 to EU27 (accession countries joined post 2004)","Base migration calculation method","Number","2295"
"Estimated migration flows","2023Q2","Inward migration - All","0 - 24 years","EU15 to EU27 (accession countries joined post 2004)","Base plus education migration calculation method","Number","1982"
"Estimated migration flows","2023Q2","Inward migration - All","0 - 24 years","Other nationalities (3)","Base migration calculation method","Number","3695"
"Estimated migration flows","2023Q2","Inward migration - All","0 - 24 years","Other nationalities (3)","Base plus education migration calculation method","Number","2837"
"Estimated migration flows","2023Q2","Inward migration - All","25 - 34 years","Ireland","Base migration calculation method","Number","3594"
"Estimated migration flows","2023Q2","Inward migration - All","25 - 34 years","Ireland","Base plus education migration calculation method","Number","2774"
"Estimated migration flows","2023Q2","Inward migration - All","25 - 34 years","United Kingdom of Great Britain and Northern Ireland","Base migration calculation method","Number","392"
"Estimated migration flows","2023Q2","Inward migration - All","25 - 34 years","United Kingdom of Great Britain and Northern Ireland","Base plus education migration calculation method","Number","362"
"Estimated migration flows","2023Q2","Inward migration - All","25 - 34 years","Brazil","Base migration calculation method","Number","2109"
"Estimated migration flows","2023Q2","Inward migration - All","25 - 34 years","Brazil","Base plus education migration calculation method","Number","2098"
"Estimated migration flows","2023Q2","Inward migration - All","25 - 34 years","India","Base migration calculation method","Number","1857"
"Estimated migration flows","2023Q2","Inward migration - All","25 - 34 years","India","Base plus education migration calculation method","Number","1829"
"Estimated migration flows","2023Q2","Inward migration - All","25 - 34 years","Ukraine","Base migration calculation method","Number","1018"
"Estimated migration flows","2023Q2","Inward migration - All","25 - 34 years","Ukraine","Base plus education migration calculation method","Number","1018"
"Estimated migration flows","2023Q2","Inward migration - All","25 - 34 years","All nationalities","Base migration calculation method","Number","17656"
"Estimated migration flows","2023Q2","Inward migration - All","25 - 34 years","All nationalities","Base plus education migration calculation method","Number","16591"
"Estimated migration flows","2023Q2","Inward migration - All","25 - 34 years","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base migration calculation method","Number","2107"
"Estimated migration flows","2023Q2","Inward migration - All","25 - 34 years","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base plus education migration calculation method","Number","2079"
"Estimated migration flows","2023Q2","Inward migration - All","25 - 34 years","EU15 to EU27 (accession countries joined post 2004)","Base migration calculation method","Number","1825"
"Estimated migration flows","2023Q2","Inward migration - All","25 - 34 years","EU15 to EU27 (accession countries joined post 2004)","Base plus education migration calculation method","Number","1781"
"Estimated migration flows","2023Q2","Inward migration - All","25 - 34 years","Other nationalities (3)","Base migration calculation method","Number","4754"
"Estimated migration flows","2023Q2","Inward migration - All","25 - 34 years","Other nationalities (3)","Base plus education migration calculation method","Number","4650"
"Estimated migration flows","2023Q2","Inward migration - All","35 - 44 years","Ireland","Base migration calculation method","Number","2069"
"Estimated migration flows","2023Q2","Inward migration - All","35 - 44 years","Ireland","Base plus education migration calculation method","Number","1884"
"Estimated migration flows","2023Q2","Inward migration - All","35 - 44 years","United Kingdom of Great Britain and Northern Ireland","Base migration calculation method","Number","264"
"Estimated migration flows","2023Q2","Inward migration - All","35 - 44 years","United Kingdom of Great Britain and Northern Ireland","Base plus education migration calculation method","Number","256"
"Estimated migration flows","2023Q2","Inward migration - All","35 - 44 years","Brazil","Base migration calculation method","Number","690"
"Estimated migration flows","2023Q2","Inward migration - All","35 - 44 years","Brazil","Base plus education migration calculation method","Number","683"
"Estimated migration flows","2023Q2","Inward migration - All","35 - 44 years","India","Base migration calculation method","Number","1147"
"Estimated migration flows","2023Q2","Inward migration - All","35 - 44 years","India","Base plus education migration calculation method","Number","1142"
"Estimated migration flows","2023Q2","Inward migration - All","35 - 44 years","Ukraine","Base migration calculation method","Number","1096"
"Estimated migration flows","2023Q2","Inward migration - All","35 - 44 years","Ukraine","Base plus education migration calculation method","Number","1096"
"Estimated migration flows","2023Q2","Inward migration - All","35 - 44 years","All nationalities","Base migration calculation method","Number","9975"
"Estimated migration flows","2023Q2","Inward migration - All","35 - 44 years","All nationalities","Base plus education migration calculation method","Number","9716"
