"Statistic Label","Census Year","Sex","Religion","Towns by Size","UNIT","VALUE"
"Population","2022","Male","Lapsed (Roman) Catholic","Galway city and suburbs, Co Galway","Number","15"
"Population","2022","Male","Lapsed (Roman) Catholic","Ballinasloe, Co Galway","Number","1"
"Population","2022","Male","Lapsed (Roman) Catholic","Portumna, Co Galway","Number","0"
"Population","2022","Male","Lapsed (Roman) Catholic","Loughrea, Co Galway","Number","3"
"Population","2022","Male","Lapsed (Roman) Catholic","Athenry, Co Galway","Number","0"
"Population","2022","Male","Lapsed (Roman) Catholic","Gort, Co Galway","Number","0"
"Population","2022","Male","Lapsed (Roman) Catholic","Tuam, Co Galway","Number","0"
"Population","2022","Male","Lapsed (Roman) Catholic","Oranmore, Co Galway","Number","0"
"Population","2022","Male","Lapsed (Roman) Catholic","Baile Chláir, Co Galway","Number","0"
"Population","2022","Male","Lapsed (Roman) Catholic","Bearna, Co Galway","Number","0"
"Population","2022","Male","Lapsed (Roman) Catholic","Maigh Cuilinn, Co Galway","Number","3"
"Population","2022","Male","Lapsed (Roman) Catholic","Oughterard, Co Galway","Number","1"
"Population","2022","Male","Lapsed (Roman) Catholic","Carrick-On-Shannon, Counties Leitrim & Roscommon","Number","1"
"Population","2022","Male","Lapsed (Roman) Catholic","Manorhamilton, Co Leitrim","Number","0"
"Population","2022","Male","Lapsed (Roman) Catholic","Ballyhaunis, Co Mayo","Number","1"
"Population","2022","Male","Lapsed (Roman) Catholic","Claremorris, Co Mayo","Number","0"
"Population","2022","Male","Lapsed (Roman) Catholic","Ballina, Co Mayo","Number","0"
"Population","2022","Male","Lapsed (Roman) Catholic","Ballinrobe, Co Mayo","Number","1"
"Population","2022","Male","Lapsed (Roman) Catholic","Castlebar, Co Mayo","Number","2"
"Population","2022","Male","Lapsed (Roman) Catholic","Westport, Co Mayo","Number","2"
"Population","2022","Male","Lapsed (Roman) Catholic","Roscommon, Co Roscommon","Number","3"
"Population","2022","Male","Lapsed (Roman) Catholic","Boyle, Co Roscommon","Number","1"
"Population","2022","Male","Lapsed (Roman) Catholic","Castlerea, Co Roscommon","Number","0"
"Population","2022","Male","Lapsed (Roman) Catholic","Ballaghaderreen, Co Roscommon","Number","0"
"Population","2022","Male","Lapsed (Roman) Catholic","Sligo, Co Sligo","Number","1"
"Population","2022","Male","Lapsed (Roman) Catholic","Collooney, Co Sligo","Number","0"
"Population","2022","Male","Lapsed (Roman) Catholic","Ballysadare, Co Sligo","Number","1"
"Population","2022","Male","Lapsed (Roman) Catholic","Ballymote, Co Sligo","Number","0"
"Population","2022","Male","Lapsed (Roman) Catholic","Strandhill, Co Sligo","Number","0"
"Population","2022","Male","Lapsed (Roman) Catholic","Tubbercurry, Co Sligo","Number","0"
"Population","2022","Male","Lapsed (Roman) Catholic","Kingscourt, Co Cavan","Number","0"
"Population","2022","Male","Lapsed (Roman) Catholic","Mullagh, Co Cavan","Number","1"
"Population","2022","Male","Lapsed (Roman) Catholic","Bailieborough, Co Cavan","Number","0"
"Population","2022","Male","Lapsed (Roman) Catholic","Virginia, Co Cavan","Number","0"
"Population","2022","Male","Lapsed (Roman) Catholic","Cootehill, Co Cavan","Number","0"
"Population","2022","Male","Lapsed (Roman) Catholic","Ballyjamesduff, Co Cavan","Number","0"
"Population","2022","Male","Lapsed (Roman) Catholic","Cavan, Co Cavan","Number","4"
"Population","2022","Male","Lapsed (Roman) Catholic","Belturbet, Co Cavan","Number","0"
"Population","2022","Male","Lapsed (Roman) Catholic","Carndonagh, Co Donegal","Number","0"
"Population","2022","Male","Lapsed (Roman) Catholic","Buncrana, Co Donegal","Number","3"
"Population","2022","Male","Lapsed (Roman) Catholic","Lifford, Co Donegal","Number","0"
"Population","2022","Male","Lapsed (Roman) Catholic","Convoy, Co Donegal","Number","0"
"Population","2022","Male","Lapsed (Roman) Catholic","Letterkenny, Co Donegal","Number","4"
"Population","2022","Male","Lapsed (Roman) Catholic","Ballybofey-Stranorlar, Co Donegal","Number","0"
"Population","2022","Male","Lapsed (Roman) Catholic","Donegal, Co Donegal","Number","0"
"Population","2022","Male","Lapsed (Roman) Catholic","Ballyshannon, Co Donegal","Number","0"
"Population","2022","Male","Lapsed (Roman) Catholic","Bundoran, Co Donegal","Number","0"
"Population","2022","Male","Lapsed (Roman) Catholic","Carrickmacross, Co Monaghan","Number","1"
"Population","2022","Male","Lapsed (Roman) Catholic","Castleblayney, Co Monaghan","Number","0"
"Population","2022","Male","Lapsed (Roman) Catholic","Monaghan, Co Monaghan","Number","0"
"Population","2022","Male","Lapsed (Roman) Catholic","Clones, Co Monaghan","Number","0"
"Population","2022","Male","Lapsed (Roman) Catholic","State","Number","1366"
"Population","2022","Male","Lapsed (Roman) Catholic","Other towns with a population between 1,000 - 1,499","Number","22"
"Population","2022","Male","Lapsed (Roman) Catholic","Other towns with a population under 500","Number","31"
"Population","2022","Male","Lapsed (Roman) Catholic","Other towns with a population between 500 - 999","Number","38"
"Population","2022","Male","Lapsed (Roman) Catholic","Remainder of country","Number","413"
"Population","2022","Male","Atheist","Tullow, Co Carlow","Number","1"
"Population","2022","Male","Atheist","Carlow, Counties Carlow & Laois","Number","5"
"Population","2022","Male","Atheist","Muinebeag (Bagenalstown), Co Carlow","Number","0"
"Population","2022","Male","Atheist","Dublin city and suburbs, Counties Dublin & Meath","Number","199"
"Population","2022","Male","Atheist","Saggart, Co Dublin","Number","1"
"Population","2022","Male","Atheist","Rathcoole, Co Dublin","Number","1"
"Population","2022","Male","Atheist","Newcastle, Co Dublin","Number","0"
"Population","2022","Male","Atheist","Rush, Co Dublin","Number","1"
"Population","2022","Male","Atheist","Skerries, Co Dublin","Number","3"
"Population","2022","Male","Atheist","Portmarnock, Co Dublin","Number","2"
"Population","2022","Male","Atheist","Donabate, Co Dublin","Number","1"
"Population","2022","Male","Atheist","Malahide, Co Dublin","Number","3"
"Population","2022","Male","Atheist","Lusk, Co Dublin","Number","1"
"Population","2022","Male","Atheist","Balrothery, Co Dublin","Number","1"
"Population","2022","Male","Atheist","Balbriggan, Co Dublin","Number","2"
"Population","2022","Male","Atheist","Kinsealy-Drinan, Co Dublin","Number","0"
"Population","2022","Male","Atheist","Swords, Co Dublin","Number","8"
"Population","2022","Male","Atheist","Leixlip, Co Kildare","Number","3"
"Population","2022","Male","Atheist","Celbridge, Co Kildare","Number","7"
"Population","2022","Male","Atheist","Kill, Co Kildare","Number","0"
"Population","2022","Male","Atheist","Maynooth, Co Kildare","Number","3"
"Population","2022","Male","Atheist","Naas, Co Kildare","Number","3"
"Population","2022","Male","Atheist","Sallins, Co Kildare","Number","0"
"Population","2022","Male","Atheist","Kilcock, Counties Kildare & Meath","Number","1"
"Population","2022","Male","Atheist","Clane, Co Kildare","Number","2"
"Population","2022","Male","Atheist","Kilcullen, Co Kildare","Number","0"
"Population","2022","Male","Atheist","Prosperous, Co Kildare","Number","0"
"Population","2022","Male","Atheist","Newbridge, Co Kildare","Number","6"
"Population","2022","Male","Atheist","Castledermot, Co Kildare","Number","0"
"Population","2022","Male","Atheist","Allenwood, Co Kildare","Number","0"
"Population","2022","Male","Atheist","Kildare, Co Kildare","Number","0"
"Population","2022","Male","Atheist","Derrinturn, Co Kildare","Number","0"
"Population","2022","Male","Atheist","Athy, Co Kildare","Number","0"
"Population","2022","Male","Atheist","Rathangan, Co Kildare","Number","0"
"Population","2022","Male","Atheist","Monasterevin, Co Kildare","Number","0"
"Population","2022","Male","Atheist","Graiguenamanagh-Tinnahinch, Counties Kilkenny & Carlow","Number","0"
"Population","2022","Male","Atheist","Thomastown, Co Kilkenny","Number","0"
"Population","2022","Male","Atheist","Kilkenny, Co Kilkenny","Number","5"
"Population","2022","Male","Atheist","Callan, Co Kilkenny","Number","0"
"Population","2022","Male","Atheist","Portarlington, Counties Laois & Offaly","Number","0"
"Population","2022","Male","Atheist","Portlaoise, Co Laois","Number","0"
"Population","2022","Male","Atheist","Mountmellick, Co Laois","Number","0"
"Population","2022","Male","Atheist","Abbeyleix, Co Laois","Number","0"
"Population","2022","Male","Atheist","Mountrath, Co Laois","Number","0"
"Population","2022","Male","Atheist","Edgeworthstown, Co Longford","Number","0"
"Population","2022","Male","Atheist","Ballymahon, Co Longford","Number","0"
"Population","2022","Male","Atheist","Longford, Co Longford","Number","1"
"Population","2022","Male","Atheist","Lanesborough-Ballyleague, Counties Roscommon & Longford","Number","0"
