"Statistic Label","Year","County","UNIT","VALUE"
"Income of Self Employed","2014","Co. Cork","Euro Million","1573.17"
"Income of Self Employed","2014","Co. Donegal","Euro Million","315.93"
"Income of Self Employed","2014","Co. Dublin","Euro Million","2415.07"
"Income of Self Employed","2014","Co. Galway","Euro Million","591.56"
"Income of Self Employed","2014","Co. Kerry","Euro Million","480.26"
"Income of Self Employed","2014","Co. Kildare","Euro Million","382.71"
"Income of Self Employed","2014","Co. Kilkenny","Euro Million","338.42"
"Income of Self Employed","2014","Co. Laois","Euro Million","210.45"
"Income of Self Employed","2014","Co. Leitrim","Euro Million","77.16"
"Income of Self Employed","2014","Co. Limerick","Euro Million","473.36"
"Income of Self Employed","2014","Co. Longford","Euro Million","102.68"
"Income of Self Employed","2014","Co. Louth","Euro Million","203.92"
"Income of Self Employed","2014","Co. Mayo","Euro Million","303.77"
"Income of Self Employed","2014","Co. Meath","Euro Million","397.5"
"Income of Self Employed","2014","Co. Monaghan","Euro Million","195.52"
"Income of Self Employed","2014","Co. Offaly","Euro Million","195.36"
"Income of Self Employed","2014","Co. Roscommon","Euro Million","164.86"
"Income of Self Employed","2014","Co. Sligo","Euro Million","138.42"
"Income of Self Employed","2014","Co. Tipperary","Euro Million","629.03"
"Income of Self Employed","2014","Co. Waterford","Euro Million","294.25"
"Income of Self Employed","2014","Co. Westmeath","Euro Million","225.3"
"Income of Self Employed","2014","Co. Wexford","Euro Million","428.97"
"Income of Self Employed","2014","Co. Wicklow","Euro Million","303.81"
"Income of Self Employed","2015","Ireland","Euro Million","11899.92"
"Income of Self Employed","2015","Co. Carlow","Euro Million","180.66"
"Income of Self Employed","2015","Co. Cavan","Euro Million","236.47"
"Income of Self Employed","2015","Co. Clare","Euro Million","324.34"
"Income of Self Employed","2015","Co. Cork","Euro Million","1616.01"
"Income of Self Employed","2015","Co. Donegal","Euro Million","333.08"
"Income of Self Employed","2015","Co. Dublin","Euro Million","2668.86"
"Income of Self Employed","2015","Co. Galway","Euro Million","627.77"
"Income of Self Employed","2015","Co. Kerry","Euro Million","512.09"
"Income of Self Employed","2015","Co. Kildare","Euro Million","421.03"
"Income of Self Employed","2015","Co. Kilkenny","Euro Million","356.46"
"Income of Self Employed","2015","Co. Laois","Euro Million","228.26"
"Income of Self Employed","2015","Co. Leitrim","Euro Million","80.28"
"Income of Self Employed","2015","Co. Limerick","Euro Million","501.68"
"Income of Self Employed","2015","Co. Longford","Euro Million","105.73"
"Income of Self Employed","2015","Co. Louth","Euro Million","226.74"
"Income of Self Employed","2015","Co. Mayo","Euro Million","318.93"
"Income of Self Employed","2015","Co. Meath","Euro Million","441.51"
"Income of Self Employed","2015","Co. Monaghan","Euro Million","198.87"
"Income of Self Employed","2015","Co. Offaly","Euro Million","205.35"
"Income of Self Employed","2015","Co. Roscommon","Euro Million","175.01"
"Income of Self Employed","2015","Co. Sligo","Euro Million","145.71"
"Income of Self Employed","2015","Co. Tipperary","Euro Million","646.11"
"Income of Self Employed","2015","Co. Waterford","Euro Million","311.59"
"Income of Self Employed","2015","Co. Westmeath","Euro Million","243.78"
"Income of Self Employed","2015","Co. Wexford","Euro Million","451.33"
"Income of Self Employed","2015","Co. Wicklow","Euro Million","342.25"
"Income of Self Employed","2016","Ireland","Euro Million","12766.61"
"Income of Self Employed","2016","Co. Carlow","Euro Million","197.1"
"Income of Self Employed","2016","Co. Cavan","Euro Million","244.17"
"Income of Self Employed","2016","Co. Clare","Euro Million","341.65"
"Income of Self Employed","2016","Co. Cork","Euro Million","1740.76"
"Income of Self Employed","2016","Co. Donegal","Euro Million","350.24"
"Income of Self Employed","2016","Co. Dublin","Euro Million","2936.53"
"Income of Self Employed","2016","Co. Galway","Euro Million","681.81"
"Income of Self Employed","2016","Co. Kerry","Euro Million","534.69"
"Income of Self Employed","2016","Co. Kildare","Euro Million","466.84"
"Income of Self Employed","2016","Co. Kilkenny","Euro Million","376.28"
"Income of Self Employed","2016","Co. Laois","Euro Million","244.48"
"Income of Self Employed","2016","Co. Leitrim","Euro Million","87.88"
"Income of Self Employed","2016","Co. Limerick","Euro Million","537.77"
"Income of Self Employed","2016","Co. Longford","Euro Million","116.7"
"Income of Self Employed","2016","Co. Louth","Euro Million","245.03"
"Income of Self Employed","2016","Co. Mayo","Euro Million","341.2"
"Income of Self Employed","2016","Co. Meath","Euro Million","457.49"
"Income of Self Employed","2016","Co. Monaghan","Euro Million","206.07"
"Income of Self Employed","2016","Co. Offaly","Euro Million","217.32"
"Income of Self Employed","2016","Co. Roscommon","Euro Million","190.23"
"Income of Self Employed","2016","Co. Sligo","Euro Million","156.85"
"Income of Self Employed","2016","Co. Tipperary","Euro Million","674.27"
"Income of Self Employed","2016","Co. Waterford","Euro Million","322.31"
"Income of Self Employed","2016","Co. Westmeath","Euro Million","257.35"
"Income of Self Employed","2016","Co. Wexford","Euro Million","482.53"
"Income of Self Employed","2016","Co. Wicklow","Euro Million","359.05"
"Income of Self Employed","2017","Ireland","Euro Million","13458.96"
"Income of Self Employed","2017","Co. Carlow","Euro Million","210.65"
"Income of Self Employed","2017","Co. Cavan","Euro Million","263.71"
"Income of Self Employed","2017","Co. Clare","Euro Million","365.97"
"Income of Self Employed","2017","Co. Cork","Euro Million","1823.99"
"Income of Self Employed","2017","Co. Donegal","Euro Million","363"
"Income of Self Employed","2017","Co. Dublin","Euro Million","3049.44"
"Income of Self Employed","2017","Co. Galway","Euro Million","717.07"
"Income of Self Employed","2017","Co. Kerry","Euro Million","569.8"
"Income of Self Employed","2017","Co. Kildare","Euro Million","489.1"
"Income of Self Employed","2017","Co. Kilkenny","Euro Million","407.1"
"Income of Self Employed","2017","Co. Laois","Euro Million","259.55"
"Income of Self Employed","2017","Co. Leitrim","Euro Million","92.21"
"Income of Self Employed","2017","Co. Limerick","Euro Million","584.76"
"Income of Self Employed","2017","Co. Longford","Euro Million","121.91"
"Income of Self Employed","2017","Co. Louth","Euro Million","257.95"
"Income of Self Employed","2017","Co. Mayo","Euro Million","357.17"
"Income of Self Employed","2017","Co. Meath","Euro Million","483.33"
"Income of Self Employed","2017","Co. Monaghan","Euro Million","214.27"
"Income of Self Employed","2017","Co. Offaly","Euro Million","230.78"
"Income of Self Employed","2017","Co. Roscommon","Euro Million","196.76"
"Income of Self Employed","2017","Co. Sligo","Euro Million","167.62"
"Income of Self Employed","2017","Co. Tipperary","Euro Million","723.01"
"Income of Self Employed","2017","Co. Waterford","Euro Million","348.04"
"Income of Self Employed","2017","Co. Westmeath","Euro Million","274.9"
"Income of Self Employed","2017","Co. Wexford","Euro Million","516.39"
"Income of Self Employed","2017","Co. Wicklow","Euro Million","370.48"
"Income of Self Employed","2018","Ireland","Euro Million","13306.01"
"Income of Self Employed","2018","Co. Carlow","Euro Million","201.66"
"Income of Self Employed","2018","Co. Cavan","Euro Million","251.8"
"Income of Self Employed","2018","Co. Clare","Euro Million","351.9"
"Income of Self Employed","2018","Co. Cork","Euro Million","1767.41"
"Income of Self Employed","2018","Co. Donegal","Euro Million","368.37"
"Income of Self Employed","2018","Co. Dublin","Euro Million","3128.94"
"Income of Self Employed","2018","Co. Galway","Euro Million","711.4"
"Income of Self Employed","2018","Co. Kerry","Euro Million","551.15"
"Income of Self Employed","2018","Co. Kildare","Euro Million","480.26"
"Income of Self Employed","2018","Co. Kilkenny","Euro Million","381.11"
"Income of Self Employed","2018","Co. Laois","Euro Million","252.71"
"Income of Self Employed","2018","Co. Leitrim","Euro Million","94.3"
"Income of Self Employed","2018","Co. Limerick","Euro Million","549.58"
"Income of Self Employed","2018","Co. Longford","Euro Million","119.7"
"Income of Self Employed","2018","Co. Louth","Euro Million","252.42"
"Income of Self Employed","2018","Co. Mayo","Euro Million","352.12"
"Income of Self Employed","2018","Co. Meath","Euro Million","485.05"
"Income of Self Employed","2018","Co. Monaghan","Euro Million","205.93"
"Income of Self Employed","2018","Co. Offaly","Euro Million","297.18"
"Income of Self Employed","2018","Co. Roscommon","Euro Million","188.68"
"Income of Self Employed","2018","Co. Sligo","Euro Million","163.6"
"Income of Self Employed","2018","Co. Tipperary","Euro Million","675.24"
"Income of Self Employed","2018","Co. Waterford","Euro Million","344.33"
"Income of Self Employed","2018","Co. Westmeath","Euro Million","266.83"
"Income of Self Employed","2018","Co. Wexford","Euro Million","499.1"
"Income of Self Employed","2018","Co. Wicklow","Euro Million","365.25"
"Income of Self Employed","2019","Ireland","Euro Million","13989.4"
"Income of Self Employed","2019","Co. Carlow","Euro Million","201.44"
"Income of Self Employed","2019","Co. Cavan","Euro Million","244.87"
"Income of Self Employed","2019","Co. Clare","Euro Million","344.15"
"Income of Self Employed","2019","Co. Cork","Euro Million","1750.48"
"Income of Self Employed","2019","Co. Donegal","Euro Million","372.6"
"Income of Self Employed","2019","Co. Dublin","Euro Million","3598.15"
"Income of Self Employed","2019","Co. Galway","Euro Million","717.21"
"Income of Self Employed","2019","Co. Kerry","Euro Million","539.73"
"Income of Self Employed","2019","Co. Kildare","Euro Million","486.62"
"Income of Self Employed","2019","Co. Kilkenny","Euro Million","393.73"
"Income of Self Employed","2019","Co. Laois","Euro Million","339.09"
"Income of Self Employed","2019","Co. Leitrim","Euro Million","92.7"
"Income of Self Employed","2019","Co. Limerick","Euro Million","566.95"
"Income of Self Employed","2019","Co. Longford","Euro Million","117.71"
"Income of Self Employed","2019","Co. Louth","Euro Million","260.86"
"Income of Self Employed","2019","Co. Mayo","Euro Million","352.29"
"Income of Self Employed","2019","Co. Meath","Euro Million","504.25"
"Income of Self Employed","2019","Co. Monaghan","Euro Million","206.02"
"Income of Self Employed","2019","Co. Offaly","Euro Million","224.43"
"Income of Self Employed","2019","Co. Roscommon","Euro Million","199.51"
"Income of Self Employed","2019","Co. Sligo","Euro Million","175.68"
"Income of Self Employed","2019","Co. Tipperary","Euro Million","689.13"
"Income of Self Employed","2019","Co. Waterford","Euro Million","334.86"
"Income of Self Employed","2019","Co. Westmeath","Euro Million","335.67"
"Income of Self Employed","2019","Co. Wexford","Euro Million","511.93"
"Income of Self Employed","2019","Co. Wicklow","Euro Million","429.35"
"Income of Self Employed","2020","Ireland","Euro Million","13377.06"
"Income of Self Employed","2020","Co. Carlow","Euro Million","202.72"
"Income of Self Employed","2020","Co. Cavan","Euro Million","244.13"
"Income of Self Employed","2020","Co. Clare","Euro Million","340.13"
"Income of Self Employed","2020","Co. Cork","Euro Million","1732.45"
"Income of Self Employed","2020","Co. Donegal","Euro Million","368.04"
"Income of Self Employed","2020","Co. Dublin","Euro Million","3293.93"
"Income of Self Employed","2020","Co. Galway","Euro Million","693.78"
"Income of Self Employed","2020","Co. Kerry","Euro Million","543.71"
"Income of Self Employed","2020","Co. Kildare","Euro Million","460.76"
"Income of Self Employed","2020","Co. Kilkenny","Euro Million","391.21"
"Income of Self Employed","2020","Co. Laois","Euro Million","248.99"
"Income of Self Employed","2020","Co. Leitrim","Euro Million","91.5"
"Income of Self Employed","2020","Co. Limerick","Euro Million","564.33"
"Income of Self Employed","2020","Co. Longford","Euro Million","121.17"
"Income of Self Employed","2020","Co. Louth","Euro Million","242.68"
"Income of Self Employed","2020","Co. Mayo","Euro Million","354.72"
"Income of Self Employed","2020","Co. Meath","Euro Million","478.8"
"Income of Self Employed","2020","Co. Monaghan","Euro Million","213.81"
"Income of Self Employed","2020","Co. Offaly","Euro Million","222.81"
"Income of Self Employed","2020","Co. Roscommon","Euro Million","200.71"
"Income of Self Employed","2020","Co. Sligo","Euro Million","180.34"
"Income of Self Employed","2020","Co. Tipperary","Euro Million","693.73"
"Income of Self Employed","2020","Co. Waterford","Euro Million","332.76"
"Income of Self Employed","2020","Co. Westmeath","Euro Million","262.67"
"Income of Self Employed","2020","Co. Wexford","Euro Million","509.61"
"Income of Self Employed","2020","Co. Wicklow","Euro Million","387.55"
"Income of Self Employed","2021","Ireland","Euro Million","15009.25"
"Income of Self Employed","2021","Co. Carlow","Euro Million","216.67"
"Income of Self Employed","2021","Co. Cavan","Euro Million","269.59"
"Income of Self Employed","2021","Co. Clare","Euro Million","373.46"
"Income of Self Employed","2021","Co. Cork","Euro Million","1941.77"
"Income of Self Employed","2021","Co. Donegal","Euro Million","395.52"
